200,0.0020017623901367188,0.0
50200,0.7119653224945068,0.1829996109008789
100200,1.474524736404419,0.38353991508483887
150200,2.275061845779419,0.597541093826294
200200,3.1111674308776855,0.8207428455352783
250200,3.940174102783203,1.0239269733428955
300200,4.74522066116333,1.23942232131958
350200,5.61745548248291,1.5032165050506592
400200,6.568772554397583,1.699589729309082
450200,7.370506763458252,1.9207403659820557
500200,8.381206274032593,2.1746861934661865
550200,9.181305170059204,2.3571345806121826
600200,10.163198947906494,2.5530080795288086
650200,11.113698720932007,2.770094633102417
700200,12.238788843154907,2.987706184387207
750200,13.222531795501709,3.158369779586792
800200,14.254678964614868,3.4261035919189453
850200,15.66801142692566,3.667722225189209
900200,16.42963171005249,3.868568181991577
950200,17.660518884658813,4.100714206695557
