100,0.9975
125,0.9904
150,0.9904
175,0.9999
200,3.0253
225,3.0003
250,12.99
275,4.0107
300,6.0108
325,6.0105
350,6.001
375,8.0025
400,8.0121
425,10.0019
450,10.9906
475,11.9925
500,14.0138
525,14.9922
550,16.0024
575,16.9997
600,19.0046
625,21.0021
650,23.9911
675,46.0076
700,27.0042
725,28.0046
750,29.9933
775,31.9951
800,34.0047
825,36.0053
850,40.0157
875,43.0062
900,42.9978
925,47.0066
950,48.0065
975,51.9972
1000,53.0071
1025,56.0076
1050,59.0081
1075,61.0082
1100,64.009
1125,67.0094
1150,71.0099
1175,72.9985
1200,79.9999
1225,79.9997
1250,84.0116
1275,86.0121
1300,90.0116
1325,97.0135
1350,102.0033
1375,100.0249
1400,104.0261
1425,108.0148
1450,112.0272
1475,115.0253
1500,125.0277
1525,124.0289
1550,127.0173
1575,132.0307
1600,135.0198
1625,140.0192
1650,147.0311
1675,148.02
1700,162.0224
1725,157.0222
1750,162.0224
1775,167.0339
1800,172.0116
1825,177.0353
1850,190.0265
1875,191.0155
1900,191.0262
1925,198.0274
1950,203.0277
1975,207.0286
2000,213.0401
2025,218.0188
2050,225.0295
2075,230.0639
2100,235.0545
2125,240.0331
2150,246.031
2175,273.0389
2200,271.0357
2225,265.0473
2250,271.0268
2275,279.038
2300,282.0506
2325,286.6244
2350,294.0407
2375,302.063
2400,322.0432
2425,312.0537
2450,319.0539
2475,324.1038
2500,334.0569
2525,338.0351
2550,362.0608
2575,356.0493
2600,360.0495
2625,368.062
2650,373.0514
2675,382.0529
2700,386.0393
2725,395.0555
2750,401.0434
2775,407.0561
2800,416.0681
2825,424.3062
2850,433.0881
2875,460.0513
2900,452.1103
2925,455.0655
2950,461.0631
2975,472.333
3000,483.0987
3025,523.0818
3050,499.3582
3075,502.059
3100,512.0602
3125,524.0629
3150,528.0712
3175,536.0608
3200,543.0872
3225,551.0762
3250,560.1735
3275,570.0696
3300,577.0907
3325,589.0698
3350,600.0915
3375,606.0722
3400,615.0744
3425,625.0746
3450,633.0976
3475,641.0964
3500,651.0897
3525,663.0995
3550,670.0804
3575,711.1411
3600,691.0954
3625,698.1785
3650,707.0975
3675,714.108
3700,724.0996
3725,734.1001
3750,744.1022
3775,753.1037
3800,767.1058
3825,772.1064
3850,783.0992
3875,797.1077
3900,812.1011
3925,815.1228
3950,828.114
3975,835.1271
4000,847.1558
4025,857.1179
4050,889.123
4075,878.1211
4100,890.1227
4125,900.1241
4150,913.1255
4175,972.1477
4200,935.1413
4225,944.1304
4250,956.1319
4275,969.1327
4300,981.122
4325,992.1348
4350,1003.1385
4375,1012.1276
4400,1024.1742
4425,1047.1461
4450,1046.154
4475,1060.1461
4500,1071.1474
4525,1081.1405
4550,1096.1514
4575,1108.1641
4600,1126.9805
4625,1192.1525
4650,1152.1468
4675,1182.1756
4700,1181.1512
4725,1184.1633
4750,1198.1652
4775,1216.1677
4800,1223.1684
4825,1238.1809
4850,1246.1839
4875,1263.1621
4900,1272.1753
4925,1289.1769
4950,1375.191
4975,1349.1862
